fid,ID_TRC,CLASSE,SENS_CIR,NOM_VOIE,POSITION_R,ID_CYCL,slope_edit,length,umbrell_id,slope,Q85,NBLane,ADT,centerline,Estmt,DJMA_d,CL_d,CL_x,DIVIDED,lts,lts_c,lts_w,lts_c_w,lts_negD,Reach,BLanW,TYPE_VOIE,TYPE_VOIE2,ParkW,contraReac,contraLanW,contraParW,Reach_negD,BLanW_negD,ParkW_negD,asymmetric,GESTION_R,ed_typvoi,ed_typvoi2,drvewayVis,Narrow1Way,PROTEGE_4S,NBR_VOIE,LOCALISATI,LOCALIS_2,cn_Buff_R,cn_Buff_L,Buffer_R,Buffer_L,ID_TRC_int
19909,4010221,0,-1,Poirier,5,23944,0.007768138,37.335,19908,0.007768138,42,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,3.7,1.5,3,0,2.2,0,0,0,0,0,0,No,1,0,0,0,0,NON,1,0,0,0,0,0,0,4010221
19910,4010220,6,-1,Cavendish,5,23984,0.004778048,12.559,19909,0.004778048,50,1,7999,0,-8888,-8888,-8888,-8888,NOT,1,1,1,1,-9999,0,0,4,44,0,0,0,0,0,0,0,No,1,9999,0,0,0,OUI,2,OUEST,0,0,0,0,0,4010220
19911,4010219,0,1,Poirier,5,24024,-0.000818167,12.224,19910,-0.000818167,42,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,3,0,0,0,0,0,0,0,0,No,1,9999,0,0,0,NON,1,0,0,0,0,0,0,4010219
19912,4010218,6,1,Cavendish,5,0,0.009470364,34.849,19911,0.009470364,34,1,7999,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4010218
19913,4011912,6,1,Cavendish,5,0,-0.00346279,49.098,19912,-0.00346279,34,1,4873,0,4873.151,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011912
19914,4011913,6,1,Cavendish,5,0,-0.007145279,58.785,19913,-0.007145279,50,1,2001,0,-8888,2001,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011913
19915,4011914,7,-1,Henri-Bourassa,5,0,0.009583327,26.089,19914,0.009583327,42,1,7999,0,-8888,-8888,-8888,-8888,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011914
19916,4011181,8,1,Non-nommée,3,0,0.002673998,164.563,19915,0.002673998,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011181
19917,4012341,5,1,LaSalle,5,0,0.003525792,68.077,19916,0.003525792,50,2,4096,0,4096.867,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012341
19918,4012013,4,0,9e Longue-Pointe,5,0,0.02142889,147.013,19917,0.02142889,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,5,5,5,5,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012013
19919,4012012,4,0,Reine Longue-Pointe,5,0,0.001734265,103.521,19918,0.001734265,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,5,5,5,5,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012012
19920,4012011,4,0,Non-nommée Longue-Pointe,5,0,0.022756991,51.418,19919,0.022756991,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,5,5,5,5,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012011
19921,4012010,4,0,11e Longue-Pointe,5,0,-0.009995121,122.788,19920,-0.009995121,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,5,5,5,5,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012010
19922,4012009,4,0,Reine Longue-Pointe,5,0,-0.001947238,42.551,19921,-0.001947238,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,5,5,5,5,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012009
19923,4012008,4,0,Non-nommée Longue-Pointe,5,0,0.009958875,66.279,19922,0.009958875,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,5,5,5,5,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012008
19924,4012007,4,0,3e Longue-Pointe,5,0,0.00021464,109.409,19923,0.00021464,34,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,5,5,5,5,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012007
19925,4012006,4,0,3e Longue-Pointe,5,0,0.003484963,108.052,19924,0.003484963,34,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,5,5,5,5,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012006
19926,4010217,0,1,Non-nommée,5,0,0.00075106,53.264,19925,0.00075106,34,1,750,0,-8888,750,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4010217
19927,4011533,0,0,Ovila-Gagné,5,0,0.003507286,220.219,19926,0.003507286,34,1,609,0,609.938,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011533
19928,4011531,4,-1,J.-Alphonse-Lachance,5,0,0.011898244,63.688,19927,0.011898244,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,5,5,5,5,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011531
19929,4011530,0,0,Verrerie,5,0,-0.011741937,64.868,19928,-0.011741937,34,1,1499,0,-8888,1499,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011530
19930,4011528,6,1,Cavendish,5,0,-0.005283486,314.217,19929,-0.005283486,58,2,5821,0,5821.137,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011528
19931,4011527,6,-1,Cavendish,5,23046,-0.004968603,353.795,19930,-0.004968603,34,2,5015,0,5015.891,0,1,-9999,NOT,1,1,1,1,-9999,0,0,4,44,0,3.7,3,0,0,0,0,No,1,0,0,0,0,OUI,2,OUEST,0,0,0,0,0.7,4011527
19932,4011526,0,0,Thorndale,5,0,0.016628393,35.485,19931,0.016628393,34,1,398,0,398.25,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011526
19933,4011525,0,0,Thorndale,5,0,0.010490552,41.947,19932,0.010490552,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011525
19934,4011521,8,1,Non-nommée,6,0,0.006623465,44.719,19933,0.006623465,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011521
19935,4011518,8,1,Non-nommée,5,0,0.019045567,488.551,19934,0.019045567,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011518
19936,4011182,8,1,Non-nommée,5,0,-0.01650646,275.071,19935,-0.01650646,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011182
19937,4011532,0,0,Ovila-Gagné,5,0,0.010944253,94.827,19936,0.010944253,34,1,319,0,319.738,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011532
19938,4012342,5,1,LaSalle,5,0,0.000341142,205.213,19937,0.000341142,42,1,3144,0,3144.002,0,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012342
19939,4010216,6,-1,Thimens,5,25102,-0.004725962,57.248,19938,-0.004725962,50,1,7999,0,-8888,-8888,-8888,-8888,NOT,2,-9999,3,-9999,-9999,4.5,2,3,39,2.5,0,0,0,0,0,0,No,1,0,0,0,0,NON,1,0,0,0,0,0,0,4010216
19940,4010214,6,-1,Thimens,5,25100,0.003948495,88.65,19939,0.003948495,58,1,7999,0,-8888,-8888,-8888,-8888,NOT,2,-9999,3,-9999,-9999,4.5,2,3,39,2.5,0,0,0,0,0,0,No,1,0,0,0,0,NON,1,0,0,0,0,0,0,4010214
19941,4011771,0,1,56e,5,0,-0.004989784,62.133,19940,-0.004989784,34,2,898,0,898.92,0,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011771
19942,4011770,0,-1,56e,5,0,0.019083083,61.841,19941,0.019083083,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011770
19943,4011578,7,-1,Saint-Jean,5,0,-0.000295208,203.27,19942,-0.000295208,34,3,13329,0,13329.253,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011578
19944,4011577,7,-1,Transcanadienne,5,0,0.005841047,289.367,19943,0.005841047,50,3,7999,0,-8888,7999,1,-9999,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011577
19945,4011572,0,0,Amulette-Garneau,5,0,0.004752785,79.961,19944,0.004752785,34,1,843,0,843.405,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011572
19946,4011571,0,0,Eugène-Achard,5,0,-0.002168559,180.044,19945,-0.002168559,34,1,970,0,970.988,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011571
19947,4011570,2,0,Alexis-Nihon,5,0,1.15789932,47.334,19946,1.15789932,34,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,5,5,5,5,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011570
19948,4011569,7,-1,Sources,5,0,-0.004692189,402.835,19947,-0.004692189,58,4,14689,0,14689.105,0,1,-9999,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011569
19949,4011568,0,0,Avro,5,0,0.007892297,30.157,19948,0.007892297,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011568
19950,4011567,7,-1,Sources,5,0,0.008880855,25.675,19949,0.008880855,58,1,7999,0,-8888,-8888,-8888,-8888,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011567
19951,4011566,7,-1,Sources,5,0,0.003041828,328.78,19950,0.003041828,50,3,12353,0,12353.379,0,1,-9999,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011566
19952,4011565,7,-1,Sources,5,0,0.001321327,24.229,19951,0.001321327,58,1,7999,0,-8888,-8888,-8888,-8888,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011565
19953,4011564,7,-1,Sources,5,0,0.00756348,247.264,19952,0.00756348,58,3,13056,0,13056.472,0,1,-9999,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011564
19954,4011563,0,-1,Avro,5,0,0.006641973,40.654,19953,0.006641973,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011563
19955,4011562,0,1,Avro,5,0,0.00024425,40.939,19954,0.00024425,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011562
19956,4012332,5,-1,LaSalle,5,0,0,67.99,19955,0,50,2,4552,0,4552.285,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012332
19957,4012331,5,-1,LaSalle,5,0,0.001225731,130.547,19956,0.001225731,50,1,2250,0,-8888,-8888,-8888,-8888,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012331
19958,4012330,0,0,Non-nommée,5,0,0.012628678,11.879,19957,0.012628678,50,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012330
19959,4012329,5,1,LaSalle,5,0,7.72787E-05,129.418,19958,7.73E-05,50,1,2250,0,-8888,-8888,-8888,-8888,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012329
19960,4011652,0,0,Louise-Bizard,5,0,-0.004697579,234.773,19959,-0.004697579,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011652
19961,4011653,0,0,Chèvremont,5,26492,-0.006392914,32.916,19960,-0.006392914,34,1,733,0,733.8,0,0,-9999,NOT,1,1,1,1,-9999,0,0,4,44,0,3.3,3,0,0,0,0,No,3,0,0,0,0,OUI,2,0,NORD,0,0,0,0.3,4011653
19962,4011654,0,0,Chèvremont,5,26035,-0.021907001,32.85,19961,-0.021907001,34,1,746,0,746.06,0,0,-9999,NOT,1,1,1,1,-9999,0,0,4,44,0,3.3,3,0,0,0,0,No,2,0,0,0,0,OUI,2,0,NORD,0,0,0,0.3,4011654
19963,4011655,0,0,Chèvremont,5,26493,0.008611031,88.267,19962,0.008611031,34,1,719,0,719.772,0,0,-9999,NOT,1,1,1,1,-9999,0,0,4,44,0,3.3,3,0,0,0,0,No,3,0,0,0,0,OUI,2,0,NORD,0,0,0,0.3,4011655
19964,4010213,6,1,Thimens,5,23980,-0.007061844,56.648,19963,-0.007061844,58,1,7999,0,-8888,-8888,-8888,-8888,NOT,2,-9999,3,-9999,-9999,4.5,2,3,39,2.5,0,0,0,0,0,0,No,1,0,0,0,0,NON,1,0,0,0,0,0,0,4010213
19965,4010212,6,1,Thimens,5,23979,0.003639953,250.287,19964,0.003639953,58,3,5085,0,5085.55,0,1,-9999,NOT,3,-9999,4,-9999,-9999,4.5,2,3,39,2.5,0,0,0,0,0,0,No,1,0,0,0,0,NON,1,0,0,0,0,0,0,4010212
19966,4010906,7,-1,Non-nommée,5,0,-0.027653605,218.476,19965,-0.027653605,58,2,13067,0,13067.208,0,1,1,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4010906
19967,4012260,0,1,Trianon,5,0,0.017898653,48.053,19966,0.017898653,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012260
19968,4012259,0,-1,Trianon,5,0,0.016326311,45.943,19967,0.016326311,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012259
19969,4011592,8,-1,Non-nommée,5,0,-0.002962463,97.901,19968,-0.002962463,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011592
19970,4011590,8,1,Non-nommée,5,0,-0.007078225,101.731,19969,-0.007078225,58,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011590
19971,4011587,8,1,10,5,0,0.003537171,83.975,19970,0.003537171,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011587
19972,4011179,8,1,Non-nommée,5,0,-0.013157776,345.838,19971,-0.013157776,-8888,4,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011179
19973,4010215,6,-1,Thimens,5,25101,0.002804716,249.792,19972,0.002804716,50,3,4335,0,4335.787,0,1,-9999,NOT,3,-9999,4,-9999,-9999,4.5,2,3,39,2.5,0,0,0,0,0,0,No,1,0,0,0,0,NON,1,0,0,0,0,0,0,4010215
19974,4012073,0,0,Goulet,5,0,0.004313881,127.508,19973,0.004313881,34,1,3220,1,3220.75,0,1,-9999,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012073
19975,4011664,0,0,Kellert,5,0,0.009317554,46.966,19974,0.009317554,34,2,2339,0,2339.142,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011664
19976,4011663,0,0,The avenue,5,25827,-0.001097499,76.982,19975,-0.001097499,34,2,2872,0,2872.351,0,0,-8888,NOT,1,-9999,5,-9999,-9999,0,0,5,0,0,0,0,0,0,0,0,No,2,9999,0,0,0,NON,2,0,0,0,0,0,0,4011663
19977,4011662,0,0,The avenue,5,25472,-0.000738482,169.987,19976,-0.000738482,34,1,2431,0,2431.223,0,0,-8888,NOT,1,-9999,5,-9999,-9999,0,0,5,0,0,0,0,0,0,0,0,No,2,9999,0,0,0,NON,2,0,0,0,0,0,0,4011662
19978,4011661,0,0,The avenue,5,25471,-0.010338633,82.224,19977,-0.010338633,34,1,3578,1,3578.361,0,1,-9999,NOT,1,-9999,5,-9999,-9999,0,0,5,0,0,0,0,0,0,0,0,No,2,9999,0,0,0,NON,2,0,0,0,0,0,0,4011661
19979,4011660,0,0,Rouen,5,0,0.006488405,57.433,19978,0.006488405,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011660
19980,4011659,0,0,Rouen,5,0,0.001525905,70.383,19979,0.001525905,34,2,5066,1,5066.447,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011659
19981,4011658,6,-1,Côte-Sainte-Catherine,5,0,0.021372501,184.367,19980,0.021372501,34,3,6836,0,6836.078,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011658
19982,4011657,5,-1,Mont-Royal,5,0,0.101183058,74.341,19981,0.101183058,34,3,4552,0,4552.335,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011657
19983,4011656,0,0,Chèvremont,5,26036,0.007609083,32.858,19982,0.007609083,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,1,1,1,-9999,0,0,4,44,0,3.3,3,0,0,0,0,No,2,0,0,0,0,OUI,2,0,NORD,0,0,0,0.3,4011656
19984,4011665,0,0,Kellert,5,0,-0.003549871,61.294,19983,-0.003549871,34,1,2600,0,2600.819,0,0,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011665
19985,4012328,5,0,LaSalle,5,0,0.004537852,238.022,19984,0.004537852,50,2,7050,1,7050.885,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012328
19986,4012343,0,0,Non-nommée,5,0,-0.008585043,10.484,19985,-0.008585043,50,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012343
19987,4012345,0,0,Non-nommée,5,20107,0.003314835,12.068,19986,0.003314835,42,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-8321,0,0,3,0,0,0,0,0,0,0,0,No,1,9999,0,0,0,NON,1,0,0,0,0,0,0,4012345
19988,4012252,0,0,Trianon,5,0,-0.010308897,70.036,19987,-0.010308897,42,1,3631,1,3631.13,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012252
19989,4011111,8,-1,40,5,0,-0.006941827,195.449,19988,-0.006941827,82,3,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011111
19990,4011107,8,1,Non-nommée,2,0,0.012754078,316.241,19989,0.012754078,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011107
19991,4011106,8,1,Non-nommée,5,0,0.012018489,55.3,19990,0.012018489,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011106
19992,4011105,7,1,Marcel-Laurin,5,0,0.024502967,63.672,19991,0.024502967,58,2,13568,0,13568.834,0,1,-9999,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011105
19993,4011104,7,1,Marcel-Laurin,5,0,-0.012407928,22.568,19992,-0.012407928,58,1,7999,0,-8888,-8888,-8888,-8888,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011104
19994,4011103,7,1,Marcel-Laurin,5,0,-0.000640163,78.112,19993,-0.000640163,58,1,7999,0,-8888,-8888,-8888,-8888,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011103
19995,4011094,8,-1,520,5,0,-0.00019743,239.143,19994,-0.00019743,82,2,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011094
19996,4011093,8,-1,520,2,0,-0.005300629,52.829,19995,-0.005300629,82,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011093
19997,4011092,8,-1,520,5,0,-0.001516313,342.971,19996,-0.001516313,82,2,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011092
19998,4011091,8,-1,520,2,0,0.004202848,42.832,19997,0.004202848,82,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011091
19999,4011090,8,-1,520,5,0,0.001963233,45.847,19998,0.001963233,82,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011090
20000,4011089,8,-1,520,5,0,-0.000534681,598.545,19999,-0.000534681,82,2,-8888,-9999,-8888,-8888,-8888,-8888,NOT,6,6,6,6,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011089
20001,4012095,0,0,Vézina,5,0,-0.01344459,150.261,20000,-0.01344459,42,1,3738,1,3738.598,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012095
20002,4012094,6,0,Saint-Patrick,5,0,0.001781452,168.418,20001,0.001781452,50,2,9642,1,9642.673,0,1,-9999,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4012094
20003,4011584,0,0,Civic Center,5,0,0.000180369,388.128,20002,0.000180369,34,1,1398,0,1398.42,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011584
20004,4011583,0,-1,Triade,5,0,0.003513473,57.194,20003,0.003513473,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011583
20005,4011582,0,-1,Triade,5,0,-0.008646333,71.833,20004,-0.008646333,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011582
